Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Subject,Recorded_Message_Or_Robocall
8603233522,2018-03-01 00:07:20,2018-02-27 09:54:00,,Connecticut,No Subject Provided,Y
2173391004,2018-03-01 00:08:49,2018-02-26 13:59:00,Appleton,Wisconsin,No Subject Provided,Y
9177167514,2018-03-01 00:12:09,2018-02-28 15:42:00,,New York,No Subject Provided,Y
6172496054,2018-03-01 00:12:25,2018-02-28 13:49:00,Quincy,Massachusetts,No Subject Provided,Y
9735590796,2018-03-01 00:12:30,2018-02-27 13:15:00,Westfield,New Jersey,Dropped call or no message,Y
,2018-03-01 00:15:09,2018-02-28 20:04:00,West Jordan,Utah,Home improvement  & cleaning,N
9518542671,2018-03-01 00:15:37,2018-02-28 16:39:00,Los Angeles,California,"Energy, solar,  & utilities",Y
8178292400,2018-03-01 00:16:23,2018-02-28 14:50:00,Lakewood,Ohio,"Reducing your debt (credit cards, mortgage, student loans)",Y
5853121757,2018-03-01 00:17:50,2018-02-28 20:25:00,Rochester,New York,"Lotteries, prizes  & sweepstakes",Y
2164084102,2018-03-01 00:18:21,2018-02-28 10:18:00,Lakewood,Ohio,"Reducing your debt (credit cards, mortgage, student loans)",Y
9162600979,2018-03-01 00:19:05,2018-02-28 15:39:00,,Florida,No Subject Provided,Y
8056377243,2018-03-01 00:19:54,2018-02-28 21:54:00,Boise,Idaho,No Subject Provided,N
3865168300,2018-03-01 00:18:36,2018-02-27 08:23:00,,California,No Subject Provided,Y
8336652666,2018-03-01 00:20:46,2018-02-28 17:07:00,Montpelier,Ohio,Other,Y
2245008817,2018-03-01 00:20:52,2018-02-26 15:15:00,Chicago,Illinois,"Reducing your debt (credit cards, mortgage, student loans)",Y
4105254912,2018-03-01 00:21:16,2018-02-28 18:41:00,,Maryland,Dropped call or no message,Y
4432589798,2018-03-01 00:22:01,2018-02-28 17:19:00,,Maryland,Dropped call or no message,Y
7728826180,2018-03-01 00:22:16,2018-02-28 08:44:00,,California,"Calls pretending to be government, businesses, or family and friends",Y
9091486224,2018-03-01 00:23:40,2018-02-28 11:17:00,Redlands,California,"Reducing your debt (credit cards, mortgage, student loans)",N
5622831033,2018-03-01 00:23:40,2018-02-28 15:11:00,GILROY,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
6023741761,2018-03-01 00:28:31,2018-02-26 10:44:00,,Arizona,No Subject Provided,Y
4582027439,2018-03-01 00:29:21,2018-02-28 18:27:00,Langlois,Oregon,Dropped call or no message,N
4084626477,2018-03-01 00:29:34,2018-02-28 10:25:00,Los Altos,California,Dropped call or no message,N
4808755603,2018-03-01 00:29:41,2018-02-28 20:16:00,,Arizona,No Subject Provided,Y
8667563777,2018-03-01 00:30:53,2018-02-28 08:45:00,Edgewood,New Mexico,No Subject Provided,Y
5619454318,2018-03-01 00:31:21,2018-02-26 14:25:00,Lincoln,Nebraska,Other,Y
8036751229,2018-03-01 00:31:45,2018-02-28 10:00:00,Edgewood,New Mexico,No Subject Provided,Y
2107363080,2018-03-01 00:32:09,2018-02-28 21:20:00,Livermore,California,Other,N
5037418976,2018-03-01 00:33:24,2018-02-28 20:16:00,,Oregon,No Subject Provided,N
8889866400,2018-03-01 00:33:51,2018-02-28 13:30:00,Lincoln,Nebraska,Other,Y
2182311433,2018-03-01 00:34:03,2018-02-26 14:48:00,Duluth,Minnesota,"Reducing your debt (credit cards, mortgage, student loans)",Y
8666554384,2018-03-01 00:34:31,2018-02-28 14:28:00,Hackleburg,Alabama,"Calls pretending to be government, businesses, or family and friends",Y
3108711612,2018-03-01 00:34:49,2018-02-28 20:28:00,Los Angeles,California,No Subject Provided,Y
7203611714,2018-03-01 00:35:50,2018-02-28 10:45:00,Lincoln,Nebraska,"Reducing your debt (credit cards, mortgage, student loans)",Y
3202875991,2018-03-01 00:37:08,2018-02-28 11:12:00,Duluth,Minnesota,"Reducing your debt (credit cards, mortgage, student loans)",Y
6508884949,2018-03-01 00:37:40,2018-02-28 10:00:00,,California,No Subject Provided,Y
7728721224,2018-03-01 00:38:49,2018-02-28 20:00:00,EAST HAMPTON,New York,"Calls pretending to be government, businesses, or family and friends",Y
7073229126,2018-03-01 00:39:10,2018-02-28 19:05:00,Petaluma,California,Vacation  & timeshares,N
7073229126,2018-03-01 00:39:14,2018-02-28 19:05:00,Petaluma,California,Vacation  & timeshares,N
7073229126,2018-03-01 00:39:20,2018-02-28 19:05:00,Petaluma,California,Vacation  & timeshares,N
7073229126,2018-03-01 00:39:21,2018-02-28 19:05:00,Petaluma,California,Vacation  & timeshares,N
7073229126,2018-03-01 00:39:42,2018-02-28 19:05:00,Petaluma,California,Vacation  & timeshares,N
7073229126,2018-03-01 00:40:14,2018-02-28 19:05:00,Petaluma,California,Vacation  & timeshares,N
8128669864,2018-03-01 00:40:35,2018-02-26 11:20:00,Laredo,Texas,Dropped call or no message,Y
5059851273,2018-03-01 00:35:23,2018-02-28 13:07:00,,New Mexico,No Subject Provided,Y
7029411970,2018-03-01 00:40:45,2018-02-28 21:14:00,Las Vegas,Nevada,"Calls pretending to be government, businesses, or family and friends",N
7202174915,2018-03-01 00:40:49,2018-02-27 12:06:00,Ft. Lupton,Colorado,Vacation  & timeshares,Y
9192309038,2018-03-01 00:41:40,2018-02-28 21:25:00,Raleigh,North Carolina,No Subject Provided,N
,2018-03-01 00:42:29,2018-02-27 00:00:00,Rosamond,California,Dropped call or no message,N
7188646476,2018-03-01 00:42:34,2018-02-27 12:53:00,Laredo,Texas,Dropped call or no message,Y
8887459352,2018-03-01 00:43:12,2018-02-05 00:00:00,Pleasantville,New York,Medical  & prescriptions,N
7065748855,2018-03-01 00:43:38,2018-02-28 17:50:00,Hackleburg,Alabama,"Reducing your debt (credit cards, mortgage, student loans)",Y
9793166169,2018-03-01 00:44:21,2018-02-27 14:56:00,Laredo,Texas,Dropped call or no message,Y
8329008630,2018-03-01 00:45:41,2018-02-28 00:00:00,,Minnesota,No Subject Provided,N
3162396099,2018-03-01 00:45:35,2018-02-27 17:25:00,Laredo,Texas,Dropped call or no message,Y
7739456053,2018-03-01 00:46:18,2018-02-20 13:13:00,,California,No Subject Provided,N
3162396099,2018-03-01 00:46:51,2018-02-27 19:13:00,Laredo,Texas,Dropped call or no message,Y
3162396099,2018-03-01 00:47:58,2018-02-21 17:02:00,Laredo,Texas,Dropped call or no message,Y
8502280821,2018-03-01 00:48:25,2018-02-28 15:07:00,,Florida,No Subject Provided,N
2312161440,2018-03-01 00:48:38,2018-02-24 14:56:00,,Michigan,Dropped call or no message,N
2312161440,2018-03-01 00:48:39,2018-02-24 14:56:00,,Michigan,Dropped call or no message,N
8002882102,2018-03-01 00:49:11,2018-02-24 11:48:00,,Michigan,Dropped call or no message,N
8452410762,2018-03-01 00:49:19,2017-02-28 07:47:00,LAS VEGAS,Nevada,Computer  & technical support,Y
6163193073,2018-03-01 00:49:47,2018-02-23 09:22:00,,Michigan,Dropped call or no message,N
7202170110,2018-03-01 00:50:47,2018-02-27 09:16:00,Ft. Lupton,Colorado,Other,Y
8186179568,2018-03-01 00:51:07,2018-02-23 11:38:00,Anchorage,Alaska,Home improvement  & cleaning,N
4132137106,2018-03-01 00:51:23,2018-02-28 11:41:00,,Oregon,Home security  & alarms,Y
4254840928,2018-03-01 00:52:53,2018-02-28 19:17:00,,Washington,No Subject Provided,N
3107954605,2018-03-01 00:53:25,2018-02-26 09:40:00,Anchorage,Alaska,Dropped call or no message,N
7817862625,2018-03-01 00:54:17,2018-02-28 10:48:00,Omaha,Nebraska,"Calls pretending to be government, businesses, or family and friends",Y
6692389390,2018-03-01 00:57:06,2018-02-28 23:43:00,,Indiana,No Subject Provided,N
6692389390,2018-03-01 00:59:04,2018-03-01 00:55:00,,Indiana,No Subject Provided,N
7145714980,2018-03-01 01:02:03,2018-02-28 03:59:00,Santa Ana,California,No Subject Provided,Y
7575160679,2018-03-01 01:02:22,2018-02-28 12:21:00,,Pennsylvania,No Subject Provided,Y
8782030376,2018-03-01 01:02:49,2018-02-28 11:45:00,,Pennsylvania,No Subject Provided,Y
3239401087,2018-03-01 01:07:16,2018-02-28 18:58:00,Fullerton,California,Charities,N
9043731315,2018-03-01 01:08:02,2018-02-28 18:30:00,Cape Coral,Florida,"Calls pretending to be government, businesses, or family and friends",Y
8183248995,2018-03-01 01:08:12,2018-02-28 19:01:00,Sherman Oaks,California,No Subject Provided,Y
9732505536,2018-03-01 01:08:24,2018-02-28 10:02:00,,New Jersey,No Subject Provided,Y
2394613094,2018-03-01 01:10:22,2018-02-28 12:05:00,Cape Coral,Florida,"Calls pretending to be government, businesses, or family and friends",Y
9725373107,2018-03-01 01:11:25,2018-02-27 17:36:00,Tucson,Arizona,No Subject Provided,N
8184834624,2018-03-01 01:12:23,2018-02-28 11:46:00,Sherman Oaks,California,No Subject Provided,Y
7145510098,2018-03-01 01:13:06,2018-02-27 17:27:00,Fullerton,California,Dropped call or no message,N
2142831316,2018-03-01 01:14:14,2018-02-28 19:05:00,Langlois,Oregon,No Subject Provided,Y
2394558375,2018-03-01 01:15:10,2018-02-28 11:50:00,Cape Coral,Florida,"Calls pretending to be government, businesses, or family and friends",Y
2062310020,2018-03-01 01:15:27,2018-02-27 12:54:00,Tucson,Arizona,No Subject Provided,Y
8287051277,2018-03-01 01:18:23,2018-02-28 14:45:00,Palm Springs,California,Computer  & technical support,Y
9412088696,2018-03-01 01:18:27,2018-02-28 11:30:00,Cape Coral,Florida,"Calls pretending to be government, businesses, or family and friends",Y
2168319645,2018-03-01 01:20:13,2018-02-27 14:51:00,denair,California,Dropped call or no message,Y
2065391239,2018-03-01 01:21:08,2018-02-26 20:00:00,,Washington,No Subject Provided,N
3016666540,2018-03-01 01:21:30,2018-02-27 17:31:00,Fullerton,California,Other,N
6264061364,2018-03-01 01:21:36,2018-02-28 15:55:00,Camarillo,California,Dropped call or no message,Y
6692120195,2018-03-01 01:22:01,2018-02-27 15:01:00,Montgomery,Alabama,Computer  & technical support,Y
8188694303,2018-03-01 01:22:16,2018-02-28 12:24:00,Camarillo,California,Dropped call or no message,Y
3606675114,2018-03-01 01:22:33,2018-02-28 17:00:00,Seattle,Washington,No Subject Provided,N
2012739250,2018-03-01 01:22:35,2018-02-27 15:03:00,denair,California,Dropped call or no message,Y
2394259259,2018-03-01 01:22:42,2018-02-28 11:08:00,Cape Coral,Florida,"Calls pretending to be government, businesses, or family and friends",Y
8187638368,2018-03-01 01:23:03,2018-02-28 10:53:00,Camarillo,California,Dropped call or no message,Y
8052033253,2018-03-01 01:23:48,2018-02-27 18:33:00,Camarillo,California,Dropped call or no message,Y
3235527518,2018-03-01 01:24:30,2018-02-28 07:58:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
8053563079,2018-03-01 01:24:38,2018-02-27 11:54:00,Camarillo,California,Dropped call or no message,Y
7125875015,2018-03-01 01:25:14,2018-02-28 16:58:00,Wyoming,Michigan,"Calls pretending to be government, businesses, or family and friends",Y
2312517129,2018-03-01 01:26:04,2018-02-28 19:22:00,Bath,Michigan,"Reducing your debt (credit cards, mortgage, student loans)",Y
4087964612,2018-03-01 01:26:12,2018-02-28 07:59:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
2069008417,2018-03-01 01:27:31,2018-02-28 16:25:00,Seattle,Washington,Other,Y
2313836138,2018-03-01 01:28:11,2018-02-28 17:25:00,Wyoming,Michigan,No Subject Provided,N
3235158481,2018-03-01 01:28:17,2018-02-28 16:28:00,Fullerton,California,Charities,N
8442568433,2018-03-01 01:29:47,2018-02-28 09:00:00,Seattle,Washington,No Subject Provided,Y
2674546904,2018-03-01 01:30:28,2018-02-26 18:06:00,Wyoming,Michigan,No Subject Provided,N
2765915105,2018-03-01 01:31:48,2018-02-28 13:17:00,,Oregon,No Subject Provided,N
2022391800,2018-03-01 01:32:06,2018-02-28 08:23:00,Barnhart,Missouri,"Calls pretending to be government, businesses, or family and friends",Y
8884382427,2018-03-01 01:32:07,2018-03-01 19:00:00,Burlington,Wisconsin,Other,N
5415902280,2018-03-01 01:32:56,2018-02-28 12:09:00,,Oregon,No Subject Provided,N
7275300659,2018-03-01 01:33:44,2018-02-28 11:05:00,,Oregon,No Subject Provided,N
8009421970,2018-03-01 01:34:06,2018-02-28 09:56:00,Cape Coral,Florida,"Calls pretending to be government, businesses, or family and friends",Y
2069008417,2018-03-01 01:36:35,2018-02-27 08:11:00,Seattle,Washington,No Subject Provided,Y
6504231515,2018-03-01 01:39:16,2018-02-28 07:57:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
227123752,2018-03-01 01:40:22,2018-02-27 09:37:00,Seattle,Washington,No Subject Provided,Y
4358173578,2018-03-01 01:40:37,2018-02-28 16:51:00,Wylie,Texas,No Subject Provided,N
5103198321,2018-03-01 01:40:48,2018-02-28 07:59:00,San Jose,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
8312198212,2018-03-01 01:41:48,2018-02-28 11:51:00,,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
3852126577,2018-03-01 01:43:12,2018-02-28 11:23:00,Wylie,New York,No Subject Provided,N
8315958462,2018-03-01 01:43:38,2018-01-28 10:19:00,,California,No Subject Provided,N
4057545452,2018-03-01 01:45:21,2018-02-27 10:16:00,,Oklahoma,No Subject Provided,N
8315953334,2018-03-01 01:45:19,2018-02-24 09:10:00,,California,No Subject Provided,N
8312051479,2018-03-01 01:46:08,2018-02-23 08:14:00,,California,No Subject Provided,N
4145017660,2018-03-01 01:49:24,2018-02-28 18:20:00,Lake Geneva,Wisconsin,"Lotteries, prizes  & sweepstakes",Y
4802970130,2018-03-01 01:52:24,2017-10-30 08:01:00,,Mississippi,No Subject Provided,Y
8436104331,2018-03-01 01:53:24,2018-02-28 09:59:00,Florence,South Carolina,Vacation  & timeshares,Y
,2018-03-01 01:53:33,2018-02-22 10:44:00,,Tennessee,No Subject Provided,Y
8436106270,2018-03-01 01:55:12,2018-02-26 10:10:00,Florence,South Carolina,Vacation  & timeshares,Y
5703846767,2018-03-01 01:55:49,2018-02-28 18:41:00,Weston,Pennsylvania,Dropped call or no message,Y
8436105054,2018-03-01 01:56:44,2018-02-16 11:03:00,Florence,South Carolina,Vacation  & timeshares,Y
5703848187,2018-03-01 01:58:58,2018-02-28 14:44:00,Weston,Pennsylvania,Dropped call or no message,N
8055065712,2018-03-01 01:59:44,2018-02-28 17:48:00,Red Bluff,California,"Energy, solar,  & utilities",N
8553390607,2018-03-01 02:00:05,2018-02-21 13:24:00,Skokie,Illinois,Computer  & technical support,Y
5105087604,2018-03-01 02:00:24,2018-02-27 08:22:00,,California,No Subject Provided,N
5592050178,2018-03-01 02:00:21,2018-02-28 14:05:00,HAYWARD,California,Dropped call or no message,N
6262641196,2018-03-01 02:02:34,2018-02-28 11:17:00,Weston,Pennsylvania,No Subject Provided,N
8009001380,2018-03-01 02:04:25,2018-02-28 18:52:00,,California,No Subject Provided,N
8005315000,2018-03-01 02:03:34,2018-02-28 18:43:00,BATON ROUGE,Louisiana,Dropped call or no message,Y
5703846398,2018-03-01 02:04:10,2018-02-28 17:46:00,Weston,Pennsylvania,No Subject Provided,N
4082385420,2018-03-01 02:04:16,2018-02-28 07:57:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
5703844016,2018-03-01 02:05:49,2018-02-27 16:37:00,Weston,Pennsylvania,No Subject Provided,N
4088756010,2018-03-01 02:06:36,2018-02-28 21:01:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
4782533086,2018-03-01 02:07:31,2018-02-05 14:35:00,Red Bluff,California,Home security  & alarms,Y
5703845910,2018-03-01 02:07:38,2018-02-27 14:33:00,Weston,Pennsylvania,No Subject Provided,N
8009001380,2018-03-01 02:09:03,2018-02-28 19:13:00,,California,No Subject Provided,N
5703848873,2018-03-01 02:09:01,2018-02-27 13:26:00,Weston,Pennsylvania,No Subject Provided,N
5703841599,2018-03-01 02:10:33,2018-02-26 15:53:00,Weston,Pennsylvania,No Subject Provided,N
5703847890,2018-03-01 02:12:05,2018-02-26 13:00:00,Weston,Pennsylvania,No Subject Provided,N
6193301897,2018-03-01 02:12:25,2018-02-28 15:13:00,Solon Springs,Wisconsin,Other,N
4194646656,2018-03-01 02:13:33,2018-02-28 05:04:00,,Ohio,No Subject Provided,Y
6262641196,2018-03-01 02:14:05,2018-02-26 12:09:00,Weston,Pennsylvania,No Subject Provided,N
4057308009,2018-03-01 02:14:57,2018-02-28 17:20:00,Chickasha,Oklahoma,No Subject Provided,N
5703848298,2018-03-01 02:15:31,2018-02-26 09:45:00,Weston,Pennsylvania,No Subject Provided,N
6262641196,2018-03-01 02:17:34,2018-02-26 12:09:00,Weston,Pennsylvania,Dropped call or no message,N
2542339097,2018-03-01 02:29:10,2018-02-28 16:12:00,Dunlap,Tennessee,Medical  & prescriptions,N
4088873321,2018-03-01 02:29:23,2018-02-28 10:20:00,,California,Vacation  & timeshares,N
2538442026,2018-03-01 02:30:08,2018-02-28 12:27:00,,Washington,Other,Y
9999999999,2018-03-01 02:33:03,2018-02-28 10:01:00,,California,Other,Y
4074525745,2018-03-01 02:39:55,2018-02-28 08:00:00,Washington,District of Columbia,Dropped call or no message,N
3029669854,2018-03-01 02:42:04,2018-02-28 10:18:00,Washington,District of Columbia,Dropped call or no message,N
8477449892,2018-03-01 02:44:09,2018-02-28 18:00:00,,Illinois,No Subject Provided,N
4074525745,2018-03-01 02:44:12,2018-02-28 13:56:00,Washington,District of Columbia,Dropped call or no message,N
7792407052,2018-03-01 02:44:34,2018-02-28 16:00:00,,Illinois,No Subject Provided,N
8477449892,2018-03-01 02:45:12,2018-02-28 13:00:00,,Illinois,No Subject Provided,N
2179938521,2018-03-01 02:47:52,2018-02-27 19:00:00,,Illinois,No Subject Provided,N
5834975676,2018-03-01 02:48:22,2018-02-27 17:00:00,,Illinois,No Subject Provided,N
8722048153,2018-03-01 02:48:52,2018-02-27 15:00:00,,Illinois,No Subject Provided,N
3096983306,2018-03-01 02:49:15,2018-02-27 14:00:00,,Illinois,No Subject Provided,N
8722166899,2018-03-01 02:49:38,2018-02-27 10:00:00,,Illinois,No Subject Provided,N
8001426382,2018-03-01 02:52:00,2018-02-28 18:00:00,Brooklyn,New York,"Calls pretending to be government, businesses, or family and friends",N
8772144431,2018-03-01 02:53:14,2018-02-28 13:00:00,mililani,Hawaii,Dropped call or no message,N
2627049378,2018-03-01 02:55:59,2018-02-28 19:29:00,Wheatland,California,Dropped call or no message,N
2013816196,2018-03-01 02:56:00,2018-02-22 10:42:00,Westwood,New Jersey,Home improvement  & cleaning,Y
9493461250,2018-03-01 02:58:22,2018-02-28 16:20:00,Gardena,California,Home improvement  & cleaning,N
6074812902,2018-03-01 02:59:10,2018-02-23 11:51:00,,New York,Dropped call or no message,N
2623272229,2018-03-01 03:01:10,2018-02-28 15:46:00,,Wisconsin,No Subject Provided,Y
2144536886,2018-03-01 03:02:23,2018-02-28 15:26:00,,North Carolina,Dropped call or no message,Y
7027103368,2018-03-01 03:03:50,2018-02-28 14:13:00,,Massachusetts,Vacation  & timeshares,Y
6072108318,2018-03-01 03:08:06,2018-02-22 13:23:00,,New York,Dropped call or no message,N
8888711692,2018-03-01 03:10:33,2018-02-28 00:00:00,,New York,Home improvement  & cleaning,Y
7025147177,2018-03-01 03:13:11,2018-02-28 13:02:00,,Massachusetts,Vacation  & timeshares,Y
8448724688,2018-03-01 03:18:22,2018-02-28 15:55:00,,California,No Subject Provided,
7142960088,2018-03-01 03:19:07,2018-02-27 00:00:00,,District of Columbia,"Calls pretending to be government, businesses, or family and friends",Y
8883834664,2018-03-01 03:21:48,2018-02-28 12:56:00,,California,No Subject Provided,
2106642622,2018-03-01 03:24:01,2018-02-28 10:27:00,,Texas,"Reducing your debt (credit cards, mortgage, student loans)",Y
8885351518,2018-03-01 03:24:11,2018-02-26 23:58:00,,California,No Subject Provided,Y
8003182594,2018-03-01 03:26:17,2018-02-23 14:18:00,,California,No Subject Provided,
4083170820,2018-03-01 03:28:47,2018-02-23 08:15:00,,California,No Subject Provided,
8002232330,2018-03-01 03:31:00,2018-02-22 12:34:00,,California,No Subject Provided,
8883834664,2018-03-01 03:33:15,2018-02-27 12:26:00,,California,No Subject Provided,
8446698906,2018-03-01 03:34:56,2018-02-26 14:12:00,,Arizona,Other,Y
8312399101,2018-03-01 03:36:09,2018-02-28 09:51:00,Soquel,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
8017314580,2018-03-01 03:38:49,2018-02-27 03:00:00,Ogden,Utah,"Reducing your debt (credit cards, mortgage, student loans)",N
7967872005,2018-03-01 03:44:54,2018-02-27 09:13:00,Clermont,Florida,No Subject Provided,N
9705818689,2018-03-01 03:47:32,2018-02-28 00:00:00,LOVELAND,Colorado,Dropped call or no message,Y
9704227796,2018-03-01 03:49:09,2018-02-28 00:00:00,LOVELAND,Colorado,Dropped call or no message,Y
5615044765,2018-03-01 04:07:29,2018-02-28 19:33:00,Boca Raton,Florida,Vacation  & timeshares,Y
9513813251,2018-03-01 04:28:17,2018-02-23 11:30:00,,Nevada,No Subject Provided,Y
,2018-03-01 04:30:54,2018-03-01 00:00:00,,California,No Subject Provided,Y
2564799167,2018-03-01 04:38:43,2018-02-28 16:35:00,,Alabama,No Subject Provided,N
4124778217,2018-03-01 04:40:18,2018-02-28 10:02:00,pittsburgh,Pennsylvania,Home security  & alarms,Y
9257324325,2018-03-01 04:45:58,2018-02-28 00:00:00,Washington,Pennsylvania,No Subject Provided,Y
5013021829,2018-03-01 04:46:35,2018-02-28 23:04:00,Belvidere,Illinois,No Subject Provided,N
5013021829,2018-03-01 04:47:29,2018-02-28 19:05:00,Belvidere,Illinois,No Subject Provided,N
7578108718,2018-03-01 04:49:33,2018-02-26 10:00:00,Poquoson,Virginia,Home security  & alarms,Y
6032096402,2018-03-01 04:50:25,2018-02-23 13:45:00,Spofford,New Hampshire,"Reducing your debt (credit cards, mortgage, student loans)",Y
5415902280,2018-03-01 04:50:50,2018-02-28 12:25:00,Portland,Oregon,No Subject Provided,N
5034792147,2018-03-01 04:53:15,2018-02-28 18:05:00,Portland,Oregon,Warranties  & protection plans,Y
9167822792,2018-03-01 04:55:08,2018-02-28 15:58:00,LaPorte,Texas,Medical  & prescriptions,N
7819139093,2018-03-01 04:55:52,2018-02-28 00:00:00,Oldsmar,Florida,"Reducing your debt (credit cards, mortgage, student loans)",Y
,2018-03-01 04:56:20,2018-02-28 00:00:00,,,No Subject Provided,Y
6177346844,2018-03-01 05:01:33,2018-02-27 19:03:00,Brockton,Massachusetts,No Subject Provided,N
4053534030,2018-03-01 05:18:25,2018-02-28 10:17:00,BARNSDALL,Oklahoma,Warranties  & protection plans,Y
4053534030,2018-03-01 05:20:06,2018-02-28 12:42:00,BARNSDALL,Oklahoma,Warranties  & protection plans,Y
2528131125,2018-03-01 05:25:13,2018-02-28 09:07:00,,North Carolina,Home security  & alarms,N
3608616232,2018-03-01 05:27:50,2018-02-27 21:30:00,Olympia,Washington,No Subject Provided,Y
9176173015,2018-03-01 05:28:36,2018-02-28 13:23:00,Forest Hills,New York,No Subject Provided,N
3608616232,2018-03-01 05:29:39,2018-02-28 10:07:00,Olympia,Washington,No Subject Provided,Y
9176176624,2018-03-01 05:29:51,2018-02-28 13:12:00,Forest Hills,New York,No Subject Provided,N
9372498140,2018-03-01 05:31:36,2018-02-28 16:27:00,Rome,Georgia,No Subject Provided,Y
3462165146,2018-03-01 05:37:38,2018-02-28 19:46:00,Lilburn,Georgia,No Subject Provided,N
7164423835,2018-03-01 05:37:45,2018-02-28 19:03:00,,New Jersey,Other,N
7164423835,2018-03-01 05:37:45,2018-02-28 19:03:00,,New Jersey,Other,N
2694895415,2018-03-01 05:39:46,2018-02-28 18:53:00,,Kansas,No Subject Provided,Y
8478001350,2018-03-01 05:42:47,2018-02-28 16:40:00,,Illinois,No Subject Provided,Y
6092255799,2018-03-01 05:47:36,2018-02-27 19:59:00,Sayre,Pennsylvania,"Energy, solar,  & utilities",N
4809996043,2018-03-01 05:58:14,2018-02-28 19:57:00,,Arizona,Other,Y
9206869911,2018-03-01 06:02:00,2018-02-28 16:47:00,new berlin,Wisconsin,No Subject Provided,N
4072582601,2018-03-01 06:03:39,2018-02-16 11:34:00,Edgewater,Florida,No Subject Provided,N
6622009989,2018-03-01 06:05:00,2018-02-27 09:29:00,Edgewater,Florida,"Lotteries, prizes  & sweepstakes",Y
7192702362,2018-03-01 06:05:14,2018-02-28 11:52:00,Loveland,Colorado,Other,Y
3462410160,2018-03-01 06:06:03,2018-02-28 16:06:00,CHICAGO,Illinois,Dropped call or no message,N
8124840410,2018-03-01 06:08:17,2018-02-27 14:19:00,CHICAGO,Illinois,Dropped call or no message,N
7738150321,2018-03-01 06:10:38,2018-02-27 09:21:00,CHICAGO,Illinois,Dropped call or no message,N
8883841334,2018-03-01 06:10:58,2018-02-28 08:00:00,Aiken,South Carolina,Other,N
8632852737,2018-03-01 06:11:47,2018-02-28 17:39:00,,Florida,Other,Y
5616299743,2018-03-01 06:13:36,2018-02-28 15:19:00,,Florida,"Calls pretending to be government, businesses, or family and friends",Y
2398897040,2018-03-01 06:13:54,2017-02-28 04:20:00,,Florida,Other,Y
4703004260,2018-03-01 06:14:52,2018-02-23 16:02:00,Loveland,Colorado,No Subject Provided,Y
2394945806,2018-03-01 06:16:53,2017-02-28 03:50:00,,Florida,Other,Y
4086927222,2018-03-01 06:17:48,2018-02-28 16:45:00,Chancellor,Alabama,No Subject Provided,Y
6605536742,2018-03-01 06:17:56,2018-02-28 14:03:00,Virginia Beach,Virginia,"Calls pretending to be government, businesses, or family and friends",Y
8323802772,2018-03-01 06:18:46,2018-02-28 09:12:00,Houston,Texas,No Subject Provided,Y
